short,stem,long,stem_count,long_count
mlras,{'machin learn regress algorithm'},{'machine learning regression algorithms'},1,1
mls,{'mobil laser scan'},{'mobile laser scanning'},1,1
mlsvd,{'multilinear singular valu decomposit'},{'multilinear singular value decomposition'},1,1
mlt,{'machin learn techniqu'},{'machine learning technique'},1,1
mmf,{'multi metric fusion'},{'multi-metric fusion'},1,1
mml-nn,{'multivari machin learn with neural network'},{'multivariate machine learning with neural network'},1,1
mmlspark,{'cntkonspark'},{'cntkonspark'},1,1
mmsde,{'modifi multi scale symbol dynam entropi'},{'modified multi-scale symbolic dynamic entropy'},1,1
mmse,"{'minimum mean squar error', 'mini mental state examin'}","{'minimum mean-square-errors', 'mini mental state examination'}",2,2
mnist,{'modifi nation institut of standard and technolog databas'},{'modified national institute of standards and technology database'},1,1
modis,"{'moder resolut imag spectroradiomet', 'moder resolut imag spectro radiomet'}","{'moderate resolution imaging spectroradiometer', 'moderate resolution imaging spectro-radiometer', 'moderate-resolution imaging spectroradiometer'}",3,3
modm,{'multiobject decis make'},{'multiobjective decision making'},1,1
moga,{'multiobject genet algorithm'},{'multiobjective genetic algorithm'},1,1
moiwld,{'motion improv weber local descriptor'},{'motion improved weber local descriptor'},1,1
mooc,{'massiv open onlin cours'},{'massive open online course'},1,1
mop,{'measur of perform'},{'measures of performance'},1,1
mopso,{'multi object particl swarm optim'},{'multi-objective particle swarm optimization'},1,1
moraxella,{'branhamella'},{'branhamella'},1,1
mos,{'mean opinion score'},{'mean opinion score'},1,1
mosfet,{'metal oxid semiconductor field effect transistor'},{'metal-oxide-semiconductor field-effect transistor'},1,1
mowld,{'motion weber local descriptor'},{'motion weber local descriptors'},1,1
mp,{'morpholog profil'},{'morphological profile'},1,1
mpc,"{'fast model predict control', 'model predict control'}","{'model predictive control', 'model-predictive control', 'fast model predictive control'}",3,3
mpo,{'multiparamet optim'},{'multiparameter optimization'},1,1
mprf,{'markov pixon random field'},{'markov pixon random field'},1,1
mps,{'morpholog profil'},{'morphological profiles'},1,1
mpso,{'modifi particl swarm optim'},{'modified particle swarm optimization'},1,1
mr,"{'magnet reson', 'manifold rank', '7t magnet reson'}","{'manifold ranking', '7t magnetic resonance', 'magnetic resonance'}",3,3
mra,"{'magnet reson angiographi', 'multiresolut analysi'}","{'multiresolution analysis', 'magnetic resonance angiography'}",2,2
mran,{'minim resourc alloc network'},{'minimal resource allocation network'},1,1
mrcps,{'movement relat cortic potenti'},{'movement-related cortical potentials'},1,1
mrf,"{'small magneto rheolog fluid', 'markov random field'}","{'small magneto-rheological fluid', 'markov random field'}",2,2
mrfs,{'spatial adapt markov random field'},{'spatially adaptive markov random fields'},1,1
mri,{'magnet reson imag'},"{'magnetic resonance imaging', 'magnetic resonance image'}",2,2
mrmr,"{'angl closur glaucoma ( acg ) , anterior segment optic coher tomographi ( as oct ) , unsupervis featur select , redund featur , laplacian score ( l score ) , minimum redund maximum relev', 'minimum redund maximum relev'}","{'minimum redundancy maximum relevancy', 'angle-closure glaucoma (acg), anterior segment optical coherence tomography (as-oct), unsupervised feature selection, redundant features, laplacian score (l-score), minimum redundancy maximum relevance'}",2,2
mrs,{'magnet reson spectroscopi'},{'magnetic resonance spectroscopy'},1,1
ms,"{'magnet skyrmion', 'motion salienc', 'margin sampl', 'multispectr'}","{'multispectral', 'margin sampling', 'magnetic skyrmion', 'motion saliency'}",4,4
msa,{'modern standard arab'},{'modern standard arabic'},1,1
mscn,{'multiscal convolut network'},{'multiscale convolutional network'},1,1
msd,{'mahalanobi squar distanc'},{'mahalanobis squared distance'},1,1
msetcca,{'multiset canon correl analysi'},{'multiset canonical correlation analysis'},1,1
msl,{'mar scienc laboratori'},{'mars science laboratory'},1,1
msm,{'modifi stack multicel'},{'modified stacked multicell'},1,1
mst,{'minimum span tree'},{'minimum spanning tree'},1,1
msvm-rfe,{'multipl support vector machin  recurs featur elimin'},{'multiple support vector machine- recursive feature elimination'},1,1
mtc,{'minimum toe clearanc'},{'minimum toe clearance'},1,1
mtg,{'meteosat third generat'},{'meteosat third generation'},1,1
mtl,"{'multitask learn', 'multi task learn'}","{'multitask learning', 'multi-task learning'}",2,2
mu,{'motor unit'},{'motor unit'},1,1
muap,{'motor unit action potenti'},{'motor unit action potential'},1,1
multimedia,{'image/video/mus'},{'image/video/music'},1,1
music,{'multipl signal classif'},{'multiple signal classification'},1,1
mutation matrix,{'or substitut or exchang matrix'},{'or substitution or exchange matrix'},1,1
mv,{'weight major vote'},{'weighted majority voting'},1,1
mvmt,{'multiview multitask'},{'multiview multitask'},1,1
mvpa,"{'multivoxel pattern analysi', 'multi voxel pattern analysi'}","{'multi-voxel pattern analysis', 'multivoxel pattern analysis', 'multi voxel pattern analysis'}",3,3
mvr,{'multivari linear regress model'},{'multivariate linear regression models'},1,1
mvsldl,{'multi view sldl'},{'multi-view sldl'},1,1
mwl,{'mental workload'},{'mental workload'},1,1
naip,{'nation agricultur imageri program'},{'national agriculture imagery program'},1,1
nat,{'nois awar train'},"{'noise-aware training', 'noise aware training'}",2,2
nb,"{'naïv bayesian', 'naï¿½v bay', 'naïv bay', 'naiv bay'}","{'naïve bayesian', 'naïve bayes', 'naive bayes', 'naï¿½ve bayes'}",4,4
nbbc-icbp-es,{'n bit binari code icbp ensembl system'},{'n-bits binary coding icbp ensemble system'},1,1
nbi,{'nation bridg inventori'},{'national bridge inventory'},1,1
nbm,{'naïv bay multinomin'},{'naïve bayes multinominal'},1,1
nbs,{'nash bargain solut'},{'nash bargaining solution'},1,1
nbti,{'negat bias temperatur instabl'},{'negative bias temperature instability'},1,1
ncic,{'nodular cast iron with carbid'},{'nodular cast iron with carbides'},1,1
nco,{'noncont chang oper'},{'noncontent-changing operation'},1,1
ncp,"{'neighborhood chain predict', 'nonlinear complementar problem'}","{'nonlinear complementarity problem', 'neighborhood chain prediction'}",2,2
ncr,{'non conform'},{'non-conformances'},1,1
nde,{'nondestruct evalu'},{'nondestructive evaluation'},1,1
ndn,{'name data network'},{'named data networking'},1,1
ndr,{'nonlinear dimension reduct'},{'nonlinear dimensionality reduction'},1,1
ndt,"{'non destruct test', 'nondestruct test'}","{'non destructive testing', 'nondestructive testing', 'non-destructive testing'}",3,3
ndvi,{'normal differ veget index'},{'normalized difference vegetation index'},1,1
ne,{'name entiti'},{'named entity'},1,1
ner,{'name entiti recognit'},{'named entity recognition'},1,1
nerd,{'neural respons diverg'},{'neural response divergence'},1,1
neural network,{'knowledg base nn'},{'knowledge-based nn'},1,1
neusoc,{'neuromorph system on a chip'},{'neuromorphic system-on-a-chip'},1,1
nf-iqa,{'no refer imag qualiti assess'},{'no-reference image quality assessment'},1,1
nfc,{'near field communic'},{'near-field communication'},1,1
nfis,{'neuro fuzzi infer system'},{'neuro-fuzzy inference system'},1,1
nfl,"{'no free lunch', 'no free lunch theorem'}","{'no free lunch', 'no free lunch theorems', 'no free lunch theorem'}",3,3
nfm,{'neurofuzzi model'},{'neurofuzzy model'},1,1
ngs,{'next generat sequenc'},"{'next generation sequencing', 'next-generation sequencing'}",2,2
ngwi,{'next generat wireless internet'},{'next-generation wireless internet'},1,1
nhpp,{'nonhomogen poisson process'},{'nonhomogeneous poisson process'},1,1
nialm,{'nonintrus applianc load monitor'},{'nonintrusive appliance load monitoring'},1,1
nids,{'network intrus detect system'},{'network intrusion detection system'},1,1
nifm,{'non intrus fault monitor'},{'non-intrusive fault monitoring'},1,1
nilm,"{'nonintrus load monitor', 'non intrus load monitor'}","{'nonintrusive load monitoring', 'non-intrusive load monitoring'}",2,2
nirs,{'near infrar spectroscopi'},{'near-infrared spectroscopy'},1,1
nlcd,{'nation land cover databas'},{'national land cover database'},1,1
nlf,"{'nois level function', 'nonneg latent factor'}","{'nonnegative latent factor', 'noise level function'}",2,2
nlos,{'non line of sight'},{'non-line of sight'},1,1
nlp,{'natur languag process'},{'natural language processing'},1,1
nlpn,{'nonlinear phase nois'},{'nonlinear phase noise'},1,1
nmf,"{'non negat matrix factor', 'nonneg matrix factor', 'non negativematrix factor'}","{'non-negativematrix factorization', 'nonnegative matrix factorization', 'non-negative matrix factorization'}",3,3
nmr,{'nuclear magnet reson'},{'nuclear magnetic resonance'},1,1
nmt,{'neural machin translat'},{'neural machine translation'},1,1
nn,"{'neural network', 'neural net', 'nearest neighbor'}","{'neural network', 'neural networks', 'neural net', 'nearest neighbor'}",4,4
nn lm,{'neural network languag model'},{'neural network language model'},1,1
nnlm,{'normal nonloc mean'},{'normalized nonlocal means'},1,1
nnls,{'nonneg least squar'},{'nonnegative least square'},1,1
nns,"{'neural network', 'artifici neural network'}","{'artificial neural networks', 'neural networks'}",2,2
nnsae,{'nonneg spars autoencod'},{'nonnegative sparse autoencoder'},1,1
nnwls,{'nonneg weight least squar'},{'nonnegative weighted least square'},1,1
noc,"{'3 d network on chip', 'network on chip'}","{'3-d network-on-chip', 'network-on-chip', 'network on chip'}",3,3
noma,{'non orthogon multipl access'},{'non-orthogonal multiple access'},1,1
nosql,{'not onli sql'},{'not only sql'},1,1
npc,"{'network predict control', 'non player charact'}","{'non player character', 'networked predictive control'}",2,2
npmspmtw,{'non ident parallel machin schedul problem with multipl time window'},{'non-identical parallel machine scheduling problem with multiple time windows'},1,1
npmv model,{'new predict mean vote model'},{'new predicted mean vote model'},1,1
nps,{'normal profil'},{'normality profiles'},1,1
npsvm,{'nonparallel support vector machin'},{'nonparallel support vector machines'},1,1
npw,{'negat pressur wave'},{'negative pressure wave'},1,1
nr,"{'blind/no refer', 'no refer', 'blind / no refer'}","{'blind/no-reference', 'no-reference', 'blind / no-reference'}",3,3
nr-iqa,{'no refer iqa'},{'no-reference iqa'},1,1
nrs,"{'nearest regular subspac', 'naturalist ride studi'}","{'naturalistic riding study', 'nearest regularized subspace'}",2,2
ns-2,{'network simul 2'},{'network simulator 2'},1,1
ns-3,{'network simul 3'},{'network simulator-3'},1,1
nsct,{'nonsubsampl contourlet transform'},{'nonsubsampled contourlet transform'},1,1
nsp,{'network servic provid'},{'network service provider'},1,1
nss,{'natur scene statist'},{'natural scene statistics'},1,1
nssnet,{'nonlinear spectral spatial network'},{'nonlinear spectral-spatial network'},1,1
ntf,{'nonneg tensor factor'},{'nonnegative tensor factorization'},1,1
ntl,"{'nontechn loss', 'non technic loss'}","{'nontechnical losses', 'non-technical losses'}",2,2
nvm,"{'nonvolatil memori', 'non volatil memori'}","{'nonvolatile memory', 'non-volatile memory'}",2,2
nvm or nvram,{'non volatil memori'},{'non-volatile memory'},1,1
nw,{'needleman wunsch algorithm'},{'needleman-wunsch algorithm'},1,1
o&m,{'oper and mainten'},{'operations and maintenance'},1,1
o2o,{'onlin to offlin'},{'online-to-offline'},1,1
oa,{'optim algorithm'},{'optimization algorithm'},1,1
oas,{'ocular artifact'},{'ocular artifacts'},1,1
obia,{'object base imag analysi'},{'object-based image analysis'},1,1
obs,{'optic burst switch'},{'optical burst switching'},1,1
oc-svm,{'one class support vector machin'},{'one-class support vector machine'},1,1
ocd,{'optic critic dimens metrolog'},{'optical critical dimension metrology'},1,1
ocr,"{'optic charact recognit', 'machin learn and optic charact recognit'}","{'optical character recognition', 'machine learning and optical character recognition'}",2,2
ocsvm,"{'one class svm', 'onlin one class support vector machin'}","{'online one class support vector machine', 'one-class svm'}",2,2
oct,{'optic coher tomographi'},{'optical coherence tomography'},1,1
ocwt,{'over complet wavelet transform'},{'over-complete wavelet transform'},1,1
od,"{'orthogon design', 'origin destin', 'optic disc'}","{'orthogonal design', 'origin-destination', 'optic disc'}",3,3
odc,{'orthogon defect classif'},{'orthogonal defect classification'},1,1
odd,{'optim driven decis'},{'optimization-driven decision'},1,1
ofdm,{'multius multipl input multipl output ( mimo )  orthogon frequenc divis multiplex'},{'multiuser multiple input multiple output (mimo)-orthogonal frequency division multiplexing'},1,1
ohof,{'orient histogram of optic flow'},{'orientation histogram of optical flow'},1,1
olap,{'on line analyt process'},{'on-line analytical processing'},1,1
oled,{'organ light emit diod'},{'organic light-emitting diode'},1,1
olwsvr,{'onlin learn weight support vector regress'},{'online learning weighted support-vector regression'},1,1
omb,{'oppos multi burner'},{'opposed multi-burner'},1,1
opc,{'optic proxim correct'},{'optical proximity correction'},1,1
opd,{'organ photodiod'},{'organic photodiode'},1,1
opm,{'optic perform monitor'},{'optical performance monitoring'},1,1
opms,{'optic pump magnetomet'},{'optical pump magnetometers'},1,1
or,{'ordin regress'},{'ordinal regression'},1,1
or e-bike,{'electr bike'},{'electric-bike'},1,1
orc,{'optic rule check'},{'optical rule checking'},1,1
os,"{'orient score', 'oper system', 'outlier separ'}","{'outlier separator', 'orientation score', 'operation system'}",3,3
os-elm,{'onlin sequenti elm'},{'online sequential elm'},1,1
os-fuzzy-elm,{'onlin sequenti fuzzi elm'},{'online sequential fuzzy elm'},1,1
osa,{'obstruct sleep apnea'},{'obstructive sleep apnea'},1,1
osah,{'obstruct sleep apnea and hypopnea'},{'obstructive sleep apnea and hypopnea'},1,1
osd,{'optimum steepest descent'},{'optimum steepest descent'},1,1
osgi,{'open servic gateway initi'},{'open service gateway initial'},1,1
osm,"{'organiz sustain model', 'openstreetmap'}","{'organizational sustainability modeling', 'openstreetmap'}",2,2
osn,{'onlin social network'},{'online social networks'},1,1
osnr,{'optic signal to nois rate'},{'optical signal-to-noise rate'},1,1
osqa,{'object sound qualiti assess'},{'objective sound quality assessment'},1,1
oss,{'open sourc softwar'},{'open-source software'},1,1
otu,{'oper taxonom unit'},{'operational taxonomic unit'},1,1
otus,{'oper taxonom unit'},{'operational taxonomical units'},1,1
ova,{'one versus all'},{'one-versus-all'},1,1
ovo,{'one versus one'},{'one-versus-one'},1,1
owa,{'open world assumpt'},{'open-world assumption'},1,1
owcem,{'orthogon subspac project weight cem'},{'orthogonal subspace projection weighted cem'},1,1
owl,{'web ontolog languag'},{'web ontology language'},1,1
p-a,{'percept action'},{'perception-action'},1,1
p-j,{'paulus jesk'},{'paulus-jeske'},1,1
p2p,{'peer to peer'},{'peer-to-peer'},1,1
pa,"{'power amplifi', 'doherti power amplifi', 'physic activ'}","{'doherty power amplifier', 'power amplifier', 'physical activity'}",3,3
paa,{'piecewis aggreg approxim'},{'piecewise aggregate approximation'},1,1
pac,"{'effici probabl approxim correct', 'probabl approxim correct'}","{'efficient probably approximately correct', 'probably approximately correct'}",2,2
pae,{'partial area effect'},{'partial area effect'},1,1
pamam,{'poli ( amido amin ) dendrim'},{'poly(amido amine) dendrimers'},1,1
pan,{'panchromat'},{'panchromatic'},1,1
parafac,"{'parallel factor analysi', 'parallel factor'}","{'parallel factors', 'parallel factor analysis'}",2,2
partially,{'cloud comput'},{'cloud computing'},1,1
pas,{'predict analyt'},{'predictive analytics'},1,1
patman,{'pattern manufactur'},{'pattern manufacturability'},1,1
pbd,"{'program by demonstr', 'robot program by demonstr'}","{'programming by demonstration', 'robot programming by demonstration'}",2,2
pboost,{'prefixspan boost'},{'prefixspan boosting'},1,1
pca,"{'princip compon analysi', 'kernel princip compon analysi', 'the princip compon analysi', 'principl compon analysi'}","{'the principal component analysis', 'principal components analysis', 'kernel principal component analysis', 'principle component analysis', 'principal component analysis'}",5,5
pca/nlpca,{'featur extract'},{'feature extraction'},1,1
pcanet,"{'princip compon analysi net', 'princip compon analysi network'}","{'principal components analysis network', 'principal component analysis net'}",2,2
pcc,{'person chang classif'},{'personalized change classification'},1,1
pcfe,{'pseudo colour featur extract'},{'pseudo colour features extraction'},1,1
pcg,"{'phonocardiogram', 'phonocardiographi'}","{'phonocardiogram', 'phonocardiography'}",2,2
pcm,"{'phase chang memori', 'pairwis comparison matrix'}","{'pairwise comparison matrix', 'phase change memory'}",2,2
pcnns,{'puls coupl neural network'},{'pulse-coupled neural networks'},1,1
pcp,{'physicochem properti'},{'physicochemical property'},1,1
pcr,{'princip compon regress'},{'principal component regression'},1,1
pcs,"{'person condit system', 'personalis condit system'}","{'personalised conditioning system', 'personalized conditioning system'}",2,2
pd,"{'pharmacodynam', 'parkinson diseas', ""parkinson 's diseas"", 'partial discharg'}","{'partial discharge', ""parkinson's disease"", 'pharmacodynamics', 'parkinson disease'}",4,4
pdb,{'protein data bank'},{'protein data bank'},1,1
pde,{'partial differenti equat'},{'partial differential equation'},1,1
pdes,{'partial differenti equat'},{'partial differential equations'},1,1
pdf,{'probabl densiti function'},{'probability density function'},1,1
pdm,{'predict mainten'},{'predictive maintenance'},1,1
pdn,{'power deliveri network'},{'power delivery network'},1,1
pdr,{'pedestrian dead reckon'},{'pedestrian dead reckoning'},1,1
pem,"{'proton exchang membran', 'positron emiss mammographi'}","{'proton exchange membrane', 'positron emission mammography'}",2,2
perclos,{'percentag of eyelid closur'},{'percentage of eyelid closure'},1,1
pet,"{'positron emiss topographi', 'positron emiss tomographi'}","{'positron emission topography', 'positron emission tomography'}",2,2
pf,{'particl filter'},{'particle filter'},1,1
pfs,{'pythagorean fuzzi set'},{'pythagorean fuzzy set'},1,1
pga,{'parallel genet algorithm'},{'parallel genetic algorithm'},1,1
pgms,{'probabilist graphic model'},{'probabilistic graphical models'},1,1
phev,{'plug in hybrid electr vehicl'},{'plug-in hybrid electric vehicle'},1,1
phi,"{'patient health inform', 'protect health inform'}","{'protected health information', 'patient health information'}",2,2
phm,{'prognost and health manag'},{'prognostics and health management'},1,1
phs,{'pump hydro storag'},{'pumped hydro storage'},1,1
pi,{'proport integr'},{'proportional-integral'},1,1
pib pet,{'pittsburgh compound b positron emiss tomographi'},{'pittsburgh compound b positron emission tomography'},1,1
pits,"{'photo induc transient spectroscopi', 'photoinduc transient spectroscopi'}","{'photoinduced transient spectroscopy', 'photo-induced transient spectroscopy'}",2,2
pk,{'pharmacokinet'},{'pharmacokinetics'},1,1
pls,"{'partial least squar model', 'partial least squar', 'partial least squar regress'}","{'partial least squares', 'partial least square regression', 'partial least square model', 'partial least square'}",4,4
pm,"{'perman magnet', 'pm : predict metrolog'}","{'permanent magnet', 'pm: predictive metrology'}",2,2
pmb,{'pattern manufactur band'},{'pattern manufacturability band'},1,1
pmsm,{'perman magnet synchron motor'},{'permanent magnet synchronous motor'},1,1
pmu,{'phasor measur unit'},{'phasor measurement unit'},1,1
pmus,{'phasor measur unit'},{'phasor measurement units'},1,1
pmv,{'predict mean vote'},{'predicted mean vote'},1,1
pnn,{'probabilist neural network'},"{'probabilistic neural networks', 'probabilistic neural network'}",2,2
pnns,{'probabilist neural network'},{'probabilistic neural networks'},1,1
pns,{'petri net'},{'petri nets'},1,1
poca,{'partial overlap channel assign'},{'partially overlapping channel assignment'},1,1
pod,{'proper orthogon decomposit'},{'proper orthogonal decomposition'},1,1
poi,{'point of interest'},"{'points of interest', 'point of interest'}",2,2
polsar,{'polarimetr synthet apertur radar'},{'polarimetric synthetic aperture radar'},1,1
pomp,{'power splice mapper'},{'powerful splice mapper'},1,1
ports,{'comput'},{'computers'},1,1
pos,"{'point of sale', 'part of speech'}","{'part-of-speech', 'point of sale', 'parts-of-speech'}",3,3
ppe,{'person protect equip'},{'personal protective equipment'},1,1
ppg,{'flexibl photoplethysmograph'},{'flexible photoplethysmograph'},1,1
ppi,{'protein protein interact'},{'protein-protein interaction'},1,1
ppm,"{'predict by partial map', 'point pattern match'}","{'point pattern matching', 'prediction by partial mapping'}",2,2
ppsp,{'peak to peak sampl pattern'},{'peak-to-peak sampling pattern'},1,1
pq,{'power qualiti'},"{'power quality', 'power-quality'}",2,2
pqd,{'power qualiti disturb'},{'power-quality disturbance'},1,1
pqds,{'power qualiti disturb'},{'power quality disturbances'},1,1
pqp,{'parametr quadrat program'},{'parametric quadratic programming'},1,1
pr,{'pattern recognit'},{'pattern recognition'},1,1
prbfnn,{'polynomi radial basi function neural network'},{'polynomial radial basis function neural networks'},1,1
prcc,{'papillari renal cell carcinoma'},{'papillary renal cell carcinoma'},1,1
prnu,{'photo respons non uniform nois'},{'photo response non-uniformity noise'},1,1
ps,"{'pattern search', 'paramet server', 'parkinsonian syndrom'}","{'parkinsonian syndrome', 'pattern search', 'parameter server'}",3,3
psc,{'phase spectrum compens'},{'phase spectrum compensation'},1,1
psd,{'power spectral densiti'},{'power spectral density'},1,1
psfs,{'pixel shape featur set'},{'pixel shape feature set'},1,1
psg,{'polysomnographi'},{'polysomnography'},1,1
psls,{'pigment skin lesion'},{'pigmented skin lesions'},1,1
pso,{'particl swarm optim'},{'particle swarm optimization'},1,1
psp,"{'progress supranuclear palsi', 'predict student perform'}","{'progressive supranuclear palsy', 'predicting student performance'}",2,2
psr,{'pyramid of spatial relaton'},{'pyramid of spatial relatons'},1,1
pss,"{'product servic system', 'power signatur', 'power system stabil'}","{'product-service systems', 'power signatures', 'power system stabilizer'}",3,3
ptm,{'post translat modif'},{'post-translational modification'},1,1
ptsd,{'post traumat stress disord'},{'post-traumatic stress disorder'},1,1
ptt,{'puls transit time'},{'pulse transit time'},1,1
ptws,{'power two wheeler'},{'powered two wheelers'},1,1
ptz,{'ip pantiltzoom'},{'ip pantiltzoom'},1,1
puf,{'physic unclon function'},"{'physical unclonable function', 'physically unclonable function'}",2,2
pufs,{'physic unclon function'},"{'physically unclonable functions', 'physical unclonable functions'}",2,2
pv,"{'solar photovolta', 'process variat', 'photovolta'}","{'solar photovoltaics', 'photovoltaic', 'process variation', 'photovoltaics'}",4,4
pvss,{'perivascular space'},{'perivascular spaces'},1,1
qa,"{'qualiti assess', 'question answer'}","{'quality assessment', 'question answering'}",2,2
qar,{'quick access record'},{'quick access recorder'},1,1
qb,{'quickbird'},{'quickbird'},1,1
qcls,{'quantum cascad laser'},{'quantum cascade lasers'},1,1
qcm,{'quartz crystal microbal'},{'quartz crystal microbalance'},1,1
qcqp,{'quadrat constrain quadrat program'},{'quadratically constrained quadratic programming'},1,1
qct,{'quantum chemic topolog'},{'quantum chemical topology'},1,1
qda,{'quadrat discrimin analysi'},{'quadratic discriminant analysis'},1,1
qfd,{'qualiti function deploy'},{'quality function deployment'},1,1
qft,{'quaternion fourier transform'},{'quaternion fourier transform'},1,1
qgc,{'quadrat growth condit'},{'quadratic growth condition'},1,1
ql,{'qualifi link analysi'},{'qualified link analysis'},1,1
qmmt,{'quaternion fourier mellin transform'},{'quaternion fourier-mellin transform'},1,1
qoe,{'qualiti of experi'},{'quality of experience'},1,1
qolt,{'qualiti of life technolog'},{'quality of life technology'},1,1
qos,"{'video qualiti of servic', 'qualiti of servic'}","{'video quality of service', 'quality-of-service', 'quality of service'}",3,3
qp,{'quadrat program'},{'quadratic programming'},1,1
qpso,{'quantum behav particl swarm optim'},{'quantum-behaved particle swarm optimization'},1,1
qr,{'quick respons'},{'quick response'},1,1
qrcp,{'qr factor with column pivot'},{'qr factorization with column pivoting'},1,1
qsar,"{'quantit structur activ relationship', 'quantit structur activ relat'}","{'quantitative structure-activity relationship', 'quantitative structure activity relationship', 'quantitative structure activity relation'}",3,3
qubit,{'quantum bit'},{'quantum bit'},1,1
query,{'symptom'},{'symptoms'},1,1
qus,{'quantit ultrasound'},{'quantitative ultrasound'},1,1
r-c-q,{'rate complex quantizationmodel'},{'rate-complexity-quantizationmodeling'},1,1
r-cnn,"{'region convolut neural network', 'region with cnn featur'}","{'regions with cnn features', 'region-convolution neural network'}",2,2
r-fcn,{'region base fulli convolut network'},{'region-based fully convolutional networks'},1,1
ra,"{'relat attribut', 'rheumatoid arthriti'}","{'rheumatoid arthritis', 'relative attributes'}",2,2
rab,{'robust adapt beamform'},{'robust adaptive beamforming'},1,1
radiology,{'pictur archiv and communic system ( pac'},{'picture archiving and communication system (pacs'},1,1
rae,"{'recurs autoencod', 'recurs auto encod'}","{'recursive auto-encoder', 'recursive autoencoders'}",2,2
raes,{'recurs auto encod'},{'recursive auto encoders'},1,1
ran,{'resourc alloc network'},{'resource allocation network'},1,1
ranekf,{'resourc alloc network via extend kalman filter'},{'resource allocation network via extended kalman filter'},1,1
rank,{'standard'},{'standardized'},1,1
rapi,{'revis air pollut index'},{'revised air pollution index'},1,1
rat,{'remot access trojan'},{'remote access trojan'},1,1
rbac,{'role base access control'},{'role-based access control'},1,1
rbcm,{'rule base classif'},{'rule based classification'},1,1
rbf,"{'radial basi function kernel', 'multiscal gaussian radial basi function', 'radial basi function'}","{'multiscale gaussian radial basis functions', 'radial basis function', 'radial basis function kernel'}",3,3
rbfn,"{'radial basi function neural network', 'radial basi function network'}","{'radial basis function networks', 'radial basis function network', 'radial basis-function neural-network'}",3,3
rbfnns,{'radial basi function neural network'},{'radial basis function neural networks'},1,1
rbm,"{'restrict boltzmann machin', 'restrict boltzmann ma chine', 'restrict boltzman machin'}","{'restricted boltzmann machine', 'restricted boltzman machine', 'restricted boltzmann machines', 'restricted boltzmann ma chine'}",4,4
rbms,{'restrict boltzmann machin'},{'restricted boltzmann machines'},1,1
rc,{'reinforc concret'},{'reinforced concrete'},1,1
rcat,{'rang split base on continu attribut transform'},{'range-splitting based on continuous attributes transform'},1,1
rcc,"{'renal cell carcinoma', 'regular correntropi criterion'}","{'renal cell carcinoma', 'regularized correntropy criterion'}",2,2
rcnn,{'region convolut neural network'},{'regional convolutional neural networks'},1,1
rcs,{'reactiv carbonyl speci'},{'reactive carbonyl species'},1,1
rd,{'rate distort'},{'rate-distortion'},1,1
rdf,{'radial basi function'},{'radial basis functions'},1,1
rdoc,{'research domain criteria'},{'research domain criteria'},1,1
rdpcm,{'residu differenti puls code modul'},{'residual differential pulse code modulation'},1,1
rdr,{'rippl down rule'},{'ripple-down rules'},1,1
re,"{'reduc error', 'problem'}","{'problem', 'reduce-error'}",2,2
re-id,{'person reidentif'},{'person reidentification'},1,1
reasoning,{'singl and multi agent'},{'single and multi-agent'},1,1
rendering,{'comput graphic'},{'computer graphics'},1,1
reram,"{'resist random access memori', 'redox base resist switch memori'}","{'resistive random-access memory', 'redox-based resistive switching memory'}",2,2
residential development,{'causal effect hous estat'},{'causal effect housing estate'},1,1
rest,{'represent state transfer'},{'representational state transfer'},1,1
rf,"{'random forest', 'relev feedback', 'radio frequenc'}","{'relevance feedback', 'random forests', 'radio frequency', 'random forest'}",4,4
rfc,{'random forest classifi'},{'random forest classifier'},1,1
rfe,{'recurs featur elimin'},{'recursive feature elimination'},1,1
rfi,{'radio frequenc interfer'},{'radio frequency interference'},1,1
rfid,{'radio frequenc identif'},"{'radio-frequency identification', 'radio frequency identification'}",2,2
rfm,"{'recenc , frequenc and monetari'}","{'recency, frequency and monetary'}",1,1
rfs,{'random forest'},{'random forests'},1,1
rfwr,{'recept field weight regress'},{'receptive field weighted regression'},1,1
rga,{'reduc form genet algorithm'},{'reduced-form genetic algorithm'},1,1
ricnn,{'rotat invari cnn'},{'rotation-invariant cnn'},1,1
ridge svm,{'ridg support vector machin'},{'ridge support vector machine'},1,1
rie,{'reactiv ion etch'},{'reactive ion etching'},1,1
rihog,{'rotat invari hog'},{'rotation-invariant hog'},1,1
rimes,{'reconnaiss et index de donne manuscrit et de fac simil'},{'reconnaissance et indexation de donnees manuscrites et de fac similes'},1,1
ris,{'radiolog inform system'},{'radiology information systems'},1,1
rkhs,{'reproduc kernel hilbert space'},"{'reproducing kernel hilbert space', 'reproducing kernel hilbert spaces'}",2,2
rks,{'random kitchen sink'},{'random kitchen sink'},1,1
rl,{'reinforc learn'},"{'reinforce learning', 'reinforcement learning'}",2,2
rle,{'rectifi linear encod'},{'rectified linear encoding'},1,1
rlf,{'radon like featur'},{'radon-like features'},1,1
rls,"{'reinforc learn system', 'recurs least squar', 'regular least squar'}","{'regularized least square', 'reinforcement learning system', 'recursive least squares'}",3,3
rlse,{'recurs least squar estim'},{'recursive least-squares estimator'},1,1
rm,{'requir manag'},{'requirements management'},1,1
rmc,{'readi mix concret'},{'ready mixed concrete'},1,1
rmsa,{'modul and spectrum assign'},{'modulation and spectrum assignment'},1,1
